ans_id,code,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,V090,V091,V092,V093,V094,V095,V002,V003,V004_1,V004_2,V088,V005,V006,V007,V066,V067,V067_o,V008,V012,V010,V010_o,V045,V013_1,V013_2,V013_3,V013_4,V014,V015,V015_o,V016,V017,V018,V019,V019_1,V086_1,V086_2,V086_3,V086_4,V086_5,V086_6,V071,V022,V023_1,V023_2,V023_3,V076,V076_o,V077,V024_1,V024_2,V083,V083_o,V025_1,V025_2,V025_3,V025_4,V025_5,V082,V082_o,V087_1,V087_2,V087_3,V087_4,V087_5,V027_1,V027_2,V027_3,V027_4,V027_5,V028,V085_1,V085_2,V085_3,V085_4,V100_1,V100_2,V100_3,V100_4,V100_5,V100_6,V100_7,V038,V039,V041,V048_1,V048_2,V048_3,V048_4,V049,V081,V081_o,V050,V051_1,V051_2,V052_1,V052_2,V052_3,V052_4,V052_5,V053_1,V053_2,V053_3,V053_4,V053_5,V054,V084_1,V084_2,V084_3,V084_4,V064a_1,V064a_2,V064a_3,V064a_4,V064a_5,V064a_6,V064a_7,V064b,V064c,V065,V097,V069,V089,V089_o,V020,V073,V074,V075,V078,V078_o,V079,V079_o,V096a,V096b,V096c,V096d,V096e,V096f,starttime,externalid,verzending,language,referer,completed,survey_panelId,survey_respondentId,survey_lastQuestion
1579,eJnwp3qHFsb6MBvdw5nWHbUtxG,,,,,,,,,,,1,2,2,4,2,1,2,23,2,1,3524,9,5,1,1,4,,1,5,1,0,3,4,1,4,3,5,2,,1,5,1,2,99999,5,3,5,3,3,5,3,7,4,5,5,5,Studie,2,1,2,3,,2,4,4,4,5,3,0,4,3,3,4,2,1,1,4,2,1,1,4,4,3,4,2,5,4,1,6,3,7,4,George Clooney ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,12,3,9,,2,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,12/08/14 05:46 PM,,0,0,http://m.facebook.com,1,0,0,V9999
1582,GQhf64UpWH2JQaHPAszAXUmdUg,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,19,2,1,1082,10,5,1,2,5,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,1,4,2,6,6,0,4,1,2,4,2,5,2,5,5,4,5,1,2,2,2,4,3,3,3,2,1,3,1,0,0,2,Brad Pitt,1,36,2,7,,99999,99999,99999,99999,99999,,99999,,1,1,2,4,1,2,12/08/14 05:50 PM,,0,0,https://m.facebook.com/l.php?d=AQGzcKIbDoRAVWdYbIiKw1QvAPpGTwvxiqPQ9UoWrZI6ZFFBvMjMPHy4aw9i1yobqvQ3pw&u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=KAQHdGczy&s=1&enc=AZPifE16cDIkxqJSsTi2mKa-Jq6iZvUM9qzIjJunA5916P6OoCMwoEw10HQ291,1,0,0,V9999
1589,5PEgEdcMUKUNAxvuBjxYE2cW3Y,,,,,,,,,,,5,6,2,4,1,2,2,18,1,1,1705,10,5,1,1,5,,1,5,3,0,3,4,2,4,5,3,3,,1,3,1,2,99999,5,5,5,5,1,5,4,9,5,4,4,3,,2,2,2,2,,2,3,5,2,4,99999,1,4,4,4,3,1,2,2,1,3,2,1,4,4,3,3,5,3,2,1,4,7,6,6,Channing Tatum,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,27,2,6,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/08/14 06:46 PM,,0,0,http://m.facebook.com,1,0,0,V9999
1591,BrtF9tdmRFEnZNcjtdek5myrzx,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,19,2,2,2728,11,3,1,2,5,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,2,3,3,5,99999,1,5,2,2,1,3,4,3,3,5,3,3,3,3,1,4,4,2,4,1,2,2,2,1,1,1,3,Geen idee welke beroembheid,2,16,2,10,hij voelde de verliefdheid niet meer,99999,99999,99999,99999,99999,,99999,,4,6,2,2,1,1,12/08/14 06:54 PM,,0,0,http://m.facebook.com/,1,0,0,V9999
1592,yKYuCXDxa8eU9M7QyzjsvsScXr,,,,,,,,,,,5,6,2,4,5,1,2,22,1,1,7361,3,4,1,1,5,,1,5,1,0,1,5,3,3,3,7,5,,1,3,2,2,99999,5,4,5,4,2,5,4,9,5,5,4,4,,2,2,2,1,,1,5,5,1,5,2,0,5,5,5,2,1,1,1,1,2,1,1,3,3,1,5,5,2,3,1,4,7,6,3,Geen idee ?,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,74,3,9,,2,2,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/08/14 06:58 PM,,0,0,https://m.facebook.com/l.php?d=AQFUmiSLHBJOtkRyhlPwxx50b-sO-IrrbHB0I7pb7d7u2WDBduJ7b7C4wrUQu4XqKXlJCg&u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=0AQHdf_Jv&s=1&enc=AZP5mknhq9IrqL7ro4pKcayQZG9HhrJLOTu-zufC9nuEntbnYQBycol7NuKhg-,1,0,0,V9999
1600,sgmSH3mv5eqHwqeR4cvvyzqSUn,,,,,,,,,,,1,6,6,4,5,2,2,31,2,2,1022,10,4,2,1,1,,1,7,3,0,1,5,3,4,5,6,2,,1,2,2,2,99999,5,4,5,5,1,5,1,8,5,5,4,5,geen idee,2,2,2,2,,1,5,3,3,5,24,0,5,5,5,2,1,2,1,1,4,2,2,4,4,1,5,7,1,2,3,4,6,5,6,Niet van toepassing. Geen idee. ,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,132,4,8,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/08/14 07:42 PM,,0,0,https://m.facebook.com/l.php?d=AQFXZ4w40FUMooTPRyASWB3CesN14oRMPwWxd_6-ERSrkK5HXgxdvIufXgum4FMAe-ngtg&u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=rAQHFV11x&s=1&enc=AZOseATSr-GfcAdNqPnONPyNlhyjQrzZd_cbQqtDCAS-1QTCACVfk-HIq226e7,1,0,0,V9999
1603,QmxcHa7Sj9B3eZQAGwgJUMnXta,,,,,,,,,,,1,2,2,1,2,2,2,20,1,1,9257,7,5,1,1,2,,1,4,2,0,3,5,5,4,3,2,3,,3,5,2,2,99999,5,3,5,5,1,5,2,8,4,4,4,3,,2,2,2,2,,2,3,5,2,5,5,0,5,5,3,2,1,1,2,1,4,4,1,2,4,3,3,5,3,2,1,4,6,7,3,Geen. ,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,15,1,1,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/08/14 08:07 PM,,0,0,https://m.facebook.com/l.php?d=AQGoSDGySEpsFuk8naFpyClo1_CxryfWzd2pudnR6YC7gEupu_db79aUW_aYqoGahhlitQ&u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=5AQH9g3wv&s=1&enc=AZNiBdPnU90YI8rJdPBc0df5Yl1BSnaPNEKlPK2WS6HAj2HsJWZvxMQ2iD0cHF,1,0,0,V9999
1610,ejCQs2KkUJFySBUHvtXGYTHYuH,,,,,,,,,,,1,2,2,3,5,1,2,18,1,1,7038,3,3,1,1,1,,1,5,1,0,3,3,4,3,4,7,2,,2,3,2,2,99999,5,5,5,5,2,5,1,9,5,5,5,2,,2,2,2,2,,2,4,5,1,4,1,0,5,5,5,1,1,3,1,1,3,2,1,5,2,3,3,5,3,2,1,7,6,4,3,Jan kooijman,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,38,3,9,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/08/14 08:40 PM,,0,0,http://m.facebook.com/,1,0,0,V9999
1611,ytY5jTW2qGXrZfnpsQr4CHtUgn,,,,,,,,,,,5,6,6,4,1,1,2,30,2,1,5038,1,5,1,1,5,,1,4,3,0,3,4,3,3,4,1,7,tinder,3,5,1,2,99999,5,3,3,3,1,5,4,8,4,2,3,3,,1,2,2,1,,1,4,5,3,4,6,0,3,3,3,3,2,2,1,2,1,3,2,4,4,2,4,4,3,2,1,5,7,6,8,??,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,84,4,8,,4,1,1,1,2,,1,,99999,99999,99999,99999,99999,99999,12/08/14 08:51 PM,,0,0,http://m.facebook.com,1,0,0,V9999
1615,RcnGba2vtJUPcKu5CFSB5nZuED,,,,,,,,,,,1,6,2,1,1,1,2,21,1,1,7615,4,5,1,1,5,,1,5,4,0,3,5,4,4,4,2,3,,2,3,1,2,99999,5,4,4,4,1,5,2,9,4,3,4,2,,2,2,2,2,,1,4,5,3,4,6,0,5,4,5,3,1,1,1,1,1,2,2,4,4,2,3,4,5,2,1,3,7,6,2,Geen idee,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,11,1,10,gevoel was weg,1,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,12/08/14 09:23 PM,,0,0,https://m.facebook.com/l.php?d=AQEIxZnddnLtdjA4d56B91mgpv2YbikSj3xqg3SxeWh7zJw4KydZgv_tDMgvjSe0jwfsAQ&u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=yAQFVVHZi&s=1&enc=AZOtaPgbucvkf3S-rUmZY9R3do2XkcVf-W8r0OG0rFpBxXv7J-PhEIYeejKuD7,1,0,0,V9999
1619,VY8RaMMAyPZvWFuF9X2JdCzEUq,,,,,,,,,,,1,3,3,3,2,4,2,24,2,1,4701,1,5,1,1,2,,1,8,1,0,1,3,2,4,4,7,4,,1,3,1,2,99999,5,4,5,5,4,5,4,9,5,5,5,3,,2,2,2,2,,1,4,4,1,4,1,0,5,5,5,2,2,2,1,2,5,4,1,4,4,1,5,6,5,7,4,3,2,1,6,-,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,109,3,9,,1,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,12/08/14 09:41 PM,,0,0,https://www.facebook.com/,1,0,0,V9999
1624,3bSDCqAfdpAYaTUbJwk4HSDPMp,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,19,2,1,6537,3,4,1,2,5,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,2,2,2,6,0,0,3,2,2,2,3,3,3,3,4,4,2,2,3,2,4,4,3,3,1,1,2,4,1,1,0,2,"Een mix van channing tatum, alex Pettyfer, chace crawford en harry potter",1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,3,3,2,1,2,12/08/14 09:55 PM,,0,0,https://www.facebook.com/a.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&__tn__=%2AI&xt=3.AQJfuibytOL7e9taZVUimqH0RfaNavoorGgSAnSnDqlFGKjeMQUUZN64bHqW6WU-wXrjDzfBaFhoHHp9jkU81J6iVgl-Zhc1O3_LBt_00Zf0HfvbemX08lYa2vAgZbxKWjU5nM4K,1,0,0,V9999
1630,vM2e9Fpuc8Stzk2JwyekEFXQUt,,,,,,,,,,,1,3,2,4,5,3,2,18,1,1,4885,1,3,2,1,5,,1,5,2,0,3,3,4,3,5,6,2,,2,3,2,2,99999,5,5,5,5,1,5,5,9,5,5,5,3,,2,2,2,2,,3,4,5,1,5,2,0,5,5,5,2,1,2,3,1,3,3,2,5,4,3,3,6,2,4,1,3,5,7,3,Taylor Lauthner,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,20,1,1,,1,2,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/08/14 10:29 PM,,0,0,/direct/romeo&julia,1,0,0,V9999
1632,NbNqs36nBxqBUyV63zXp8t2cPX,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,21,1,1,6731,3,3,1,1,2,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,2,4,3,1,7,1,0,5,2,2,2,4,3,2,4,5,4,1,3,5,1,2,2,1,5,0,2,1,3,2,2,0,3,Manuel broekman,2,60,1,1,,99999,99999,99999,99999,99999,,99999,,1,6,3,4,5,3,12/08/14 10:34 PM,,0,0,http://m.facebook.com,1,0,0,V9999
1633,m3ewmyRwbCxPWE86RuEemQJhaM,,,,,,,,,,,1,3,2,4,1,2,2,18,1,1,4209,11,3,1,1,5,,1,5,1,0,3,4,2,2,3,4,7,Wintersport vakantie,4,3,2,2,99999,5,4,5,4,1,5,2,9,5,5,4,4,,2,2,2,2,,2,4,5,4,4,99999,1,5,4,4,1,2,4,2,2,4,4,1,4,5,3,3,5,3,1,4,6,2,7,6,"Ian Somerhalder, Matt Bomer, Liam Hemsworth achtig. ",1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,11,3,9,,1,2,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/08/14 10:41 PM,,0,0,/direct/romeo&julia,1,0,0,V9999
1638,JR3F6cWw22PECXBHaF9HsBnNmW,,,,,,,,,,,1,3,3,1,2,3,2,37,2,2,1054,10,5,2,1,5,,1,6,7,0,1,5,4,3,5,7,7,bij een theater optreden,1,5,3,1,1,5,4,3,3,1,3,4,6,1,2,2,5,op avontuur te gaan,1,2,1,2,,2,2,4,2,1,12,0,3,3,3,4,3,2,2,2,2,2,2,4,5,4,4,1,3,2,4,6,7,5,7,Brad Pitt....pfff en nog een paar haha,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,48,4,1,,99999,99999,99999,99999,3,,3,,99999,99999,99999,99999,99999,99999,12/09/14 12:01 AM,,0,0,https://www.facebook.com/,1,0,0,V9999
1647,Qf88FfAyEY6SN9wu8ygRSQChwX,,,,,,,,,,,5,4,1,4,1,3,1,51,1,2,4824,1,5,3,1,6,hervormd,1,8,1,0,1,5,5,5,5,7,7,studiereis beeldende kunst,1,4,2,2,99999,5,5,5,5,1,5,5,10,5,5,5,5,gezamelijke interesse,2,2,2,2,,1,1,1,1,1,1,0,5,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,4,2,3,5,6,7,2,"mijn echtgenote kan ik niet vergelijken met een beroemdheid, maar indien nodig iemand uit de jaren 40/50 z.a lauren bacal/doris day/zsa zsa Gabor, gereserveerd, formeel, gepassioneerd, intelligent. ik ben 34 jaar getrouwd, liefst nog 34 jaar.",1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,408,3,9,,3,3,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/09/14 02:15 AM,,0,0,http://www.hzt.nl/RomeoEnJulia,1,0,0,V9999
1654,qAR9GACtyqBvFJQhTDc7sa5JTC,,,,,,,,,,,1,3,2,4,3,3,2,18,2,2,3842,3,3,1,1,2,,1,5,1,0,3,2,1,2,4,2,7,Via the test,2,3,4,2,99999,5,4,4,4,1,4,2,7,5,4,4,3,,1,2,2,2,,1,4,5,1,2,1,0,5,5,5,2,2,4,2,1,4,3,2,2,5,1,5,5,3,1,2,6,4,7,6,"Nicolette van dam, ",1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,2,3,9,,1,1,2,1,1,,1,,99999,99999,99999,99999,99999,99999,12/09/14 07:04 AM,,0,0,http://m.facebook.com,1,0,0,V9999
1661,kKgCZprvmfpBtXgbyCjeKGbXpx,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,19,2,1,3571,9,5,2,1,2,,1,2,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,3,2,1,7,8,0,4,1,2,2,5,3,1,4,5,4,3,1,4,2,4,3,2,4,1,1,3,2,1,1,1,3,Er is niet echt een beroemdheid. Ik blijf liever realistisch in partnerkeuzes. Hoewel beroemdheden wel leuk zijn om naar te kijken ;),1,18,4,3,,99999,99999,99999,99999,99999,,99999,,1,2,2,1,1,1,12/09/14 07:46 AM,,0,0,https://m.facebook.com/?_rdr,1,0,0,V9999
1662,8qzshNTUYMrg6BU7gm8YnVjXKc,,,,,,,,,,,1,2,2,4,1,2,2,21,1,1,5688,1,3,1,1,5,,1,5,2,0,2,4,3,3,4,6,7,stage,3,3,3,2,99999,5,5,5,5,4,5,3,8,5,5,5,4,,2,1,2,2,,2,4,5,1,4,4,0,5,4,5,3,1,3,3,1,3,1,1,4,5,2,3,4,3,2,1,5,7,6,6,Hugh grand is kwa persoonlijkheid mijn ideale partner,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,41,1,6,,3,3,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/09/14 07:50 AM,,0,0,http://m.facebook.com/,1,0,0,V9999
1676,2f93aNxaq7NwkkQZRUzxV8982e,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,24,1,1,1834,10,4,2,2,1,,1,3,5,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,2,3,2,7,10,0,3,1,2,2,4,2,2,5,4,4,2,2,4,2,4,4,2,4,3,3,2,1,0,0,1,2,Brad Pitt,1,84,1,8,,99999,99999,99999,99999,99999,,99999,,5,6,6,4,5,5,12/09/14 09:26 AM,,0,0,/direct/romeo&julia,1,0,0,V9999
1678,Hp95Ct4BVCJrCxkeZEUsuax6BT,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,24,2,2,9741,6,3,1,1,5,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,1,4,2,6,11,0,3,2,2,2,4,3,1,4,5,4,5,3,4,2,4,2,2,4,1,1,3,2,1,1,1,3,Ali b. Hij is vriendelijk voor iedereen en lijkt een aardig persoon met humor,1,18,1,10,Ik begon mij benauwd te voelen in de relatie,99999,99999,99999,99999,99999,,99999,,5,6,6,4,5,5,12/09/14 09:47 AM,,0,0,https://m.facebook.com/l.php?d=AQErWQfmIrnMJKAMyxwRxCZsMiTF091TEYUHtisByaO_0LT5huilogGBFh3_LMLI8oO_zA&u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=oAQHzQ5_g&s=1&enc=AZPnmGRe9vwezQrp6V-YO0lGsarAnqbfLE3b-keF-v_lCWeYR6t_sTaskpdibh,1,0,0,V9999
1680,zaMbAkQ6f27jrKeQjfZAMHarZR,,,,,,,,,,,4,3,3,1,5,3,2,20,1,1,3281,11,5,1,2,2,,3,5,2,0,2,4,3,4,4,5,4,,5,5,1,2,99999,5,4,4,5,1,4,4,6,5,5,4,4,,2,2,2,6,,3,2,4,3,4,3,0,4,3,4,4,1,4,3,4,5,4,1,5,4,2,4,1,5,4,3,2,6,7,4,? Zou het niet weten,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,26,1,8,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/09/14 09:49 AM,,0,0,http://m.facebook.com/,1,0,0,V9999
1681,GEsS9SPsN3pVwjAFW4XMsnKfYa,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,18,1,1,3343,11,4,1,1,5,,1,3,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,2,3,5,4,1,0,5,2,2,1,4,5,1,3,5,3,4,2,1,1,4,4,3,4,2,2,1,2,2,1,0,6,-,1,16,4,1,,99999,99999,99999,99999,99999,,99999,,1,2,3,4,5,5,12/09/14 09:50 AM,,0,0,http://m.facebook.com,1,0,0,V9999
1686,dkcpmJVSJTNzxC96ydyn3G5pBJ,,,,,,,,,,,5,6,6,4,5,1,2,19,2,1,5652,1,3,1,1,5,,3,6,3,0,1,5,4,3,4,5,2,,1,3,3,2,99999,5,4,5,4,1,4,3,6,3,1,5,2,,1,2,2,2,,1,3,5,3,3,20,0,5,5,5,2,1,4,2,2,5,2,2,4,2,1,5,5,4,7,6,2,3,1,6,-,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,24,2,3,,4,4,2,2,4,GAY.NL,2,,99999,99999,99999,99999,99999,99999,12/09/14 10:45 AM,,0,0,https://www.facebook.com/,1,0,0,V9999
1692,jsgaJJvRRfPwRP5SkrMny6uasx,,,,,,,,,,,5,3,3,4,3,2,2,30,2,2,4142,11,5,2,2,5,,1,6,4,0,1,4,2,3,2,3,7,in de trein,1,3,3,2,99999,5,4,5,5,1,5,4,8,5,5,5,3,,1,2,2,2,,3,5,5,2,5,18,0,3,3,5,3,1,1,1,1,2,4,2,3,4,2,2,6,5,7,3,4,2,1,2,Jason Momoa,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,46,1,1,,2,2,2,2,1,,1,,99999,99999,99999,99999,99999,99999,12/09/14 11:30 AM,,0,0,https://www.facebook.com/,1,0,0,V9999
1699,Th6jvNuD7NVmzYbHNwnrRKbZ8N,,,,,,,,,,,5,6,1,4,5,1,1,28,2,2,4701,1,5,1,1,1,,1,6,2,0,1,5,3,3,4,7,2,,1,5,1,2,99999,5,5,5,5,1,5,5,8,3,2,5,3,,2,2,2,2,,1,3,4,3,4,3,0,5,5,5,4,2,2,1,1,5,2,1,2,4,4,2,2,1,3,4,5,6,7,3,natalie portman,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,88,2,6,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/09/14 11:55 AM,,0,0,/direct/romeo&julia,1,0,0,V9999
1700,gC9UufTZFmMQSeu2DVkVZYmenD,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,29,2,2,5018,1,5,1,2,2,,1,2,4,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,2,4,3,4,10,0,3,2,2,2,5,2,1,4,5,3,4,2,4,2,2,5,2,4,3,1,2,1,1,0,2,4,"Lucas de Man ;o)  Nee ik zou hier geen antwoord op kunnen geven, behalve als ik uit ga van iemands uiterlijk.",2,30,2,10,mijn onzekerheden en angsten (verlating),99999,99999,99999,99999,99999,,99999,,1,3,6,4,5,3,12/09/14 11:56 AM,,0,0,https://www.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=pAQF7d_Z0AQHU6wEkx4RHbNQctl81jEDnOcvKI_3NYsEIVA&enc=AZPir5_pdrdLD8v7XTZeNjSSPXQ5ruqurkXrtQ3thS16wBfAOI_ZGzCjt-e2w03T4C_9Fd275b7pEkTuJiOmg1gl5MkBp-hQWmy,1,0,0,V9999
